term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,mesh_id,n_vertices,aic,sanity_checks,response,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response,clean_term
local_density_km2_scaled:mat_change_scaled,0.0608798534609733,0.00880348814171946,0.0436253337648776,0.0781343731570688,positive,20,150,mesh_30,941,6478183.70476943,TRUE,tree_cover_100m_coef,-3237524.69993656,1658064,-1.95259332567172,tree_cover_100m_coef_mesh_30_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_30_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend:Local Elephant Density
local_density_km2_scaled:n_deposition_scaled,-0.00429235523435536,0.00631431034261312,-0.0166681760930858,0.00808346562437512,non-significant,20,150,mesh_30,941,6478183.70476943,TRUE,tree_cover_100m_coef,-3237524.69993656,1658064,-1.95259332567172,tree_cover_100m_coef_mesh_30_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_30_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition:Local Elephant Density
(Intercept),0.958703284262475,1.36136627549399,-1.70952558547318,3.62693215399813,non-significant,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,(Intercept)
density_trend_estimate_scaled,0.000814174891492471,0.00524847267168533,-0.00947264251885349,0.0111009923018384,non-significant,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth
local_density_km2_scaled,0.208133959591803,0.00867108290183274,0.19113894939725,0.225128969786356,positive,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Local Elephant Density
months_severe_drought_scaled,-0.181942836845566,0.00713531554323273,-0.195927798328631,-0.167957875362501,negative,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0456394681462084,0.00300932395082749,-0.0515376347076441,-0.0397413015847728,negative,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.073180334779347,0.0127880768996444,0.0481161646245154,0.0982445049341786,positive,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.1433162463168,0.0111001106919031,-0.165072063497339,-0.121560429136262,negative,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition
density_trend_estimate_scaled:local_density_km2_scaled,-0.00834681541474473,0.00102919583818454,-0.0103640021906249,-0.00632962863886451,negative,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth:Local Elephant Density
local_density_km2_scaled:months_severe_drought_scaled,0.0869149629729772,0.00484604637075847,0.0774168866188796,0.0964130393270749,positive,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months:Local Elephant Density
local_density_km2_scaled:fire_frequency_scaled,0.0158874961493441,0.00407958110133461,0.007891664118718,0.0238833281799701,positive,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency:Local Elephant Density
local_density_km2_scaled:mat_change_scaled,0.0607328563257332,0.0088036952326236,0.043477930738924,0.0779877819125424,positive,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend:Local Elephant Density
local_density_km2_scaled:n_deposition_scaled,-0.00432595657806535,0.00631404208007381,-0.0167012516518804,0.00804933849574967,non-significant,20,100,mesh_29,1230,6478160.2447303,TRUE,tree_cover_100m_coef,-3237520.46208852,1658064,-1.95259076977036,tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_29_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition:Local Elephant Density
(Intercept),1.68063552952219,0.912164737862109,-0.107174504654958,3.46844556369935,non-significant,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,(Intercept)
density_trend_estimate_scaled,0.00388403216950688,0.00526267029248513,-0.00643061206627285,0.0141986764052866,non-significant,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth
local_density_km2_scaled,0.22146470270402,0.00867614561841824,0.204459769767295,0.238469635640744,positive,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Local Elephant Density
months_severe_drought_scaled,-0.208024569197892,0.00722358847735396,-0.222182542452644,-0.193866595943139,negative,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0364308642297246,0.0030147929829941,-0.0423397498972371,-0.0305219785622121,negative,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.0630236542520774,0.0130809376361176,0.0373854876012723,0.0886618209028825,positive,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.142207305822894,0.0112391377105383,-0.164235610952835,-0.120179000692953,negative,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition
density_trend_estimate_scaled:local_density_km2_scaled,-0.00824171741570729,0.00102971067831402,-0.0102599132596991,-0.00622352157171549,negative,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth:Local Elephant Density
local_density_km2_scaled:months_severe_drought_scaled,0.0734031064098247,0.00488580861332462,0.0638270974923529,0.0829791153272966,positive,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months:Local Elephant Density
local_density_km2_scaled:fire_frequency_scaled,0.0255001600544589,0.00409383438782452,0.0174763920956513,0.0335239280132666,positive,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency:Local Elephant Density
local_density_km2_scaled:mat_change_scaled,0.0416433887883249,0.00894123861031659,0.0241188831349254,0.0591678944417243,positive,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend:Local Elephant Density
local_density_km2_scaled:n_deposition_scaled,0.00592400425797845,0.0063862220463305,-0.00659276095010502,0.0184407694660619,non-significant,20,50,mesh_28,3037,6474316.03820597,TRUE,tree_cover_100m_coef,-3235512.80099866,1658064,-1.95137992321084,tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_28_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition:Local Elephant Density
(Intercept),0.332322510947235,1.58757170285452,-2.77926084952254,3.44390587141701,non-significant,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,(Intercept)
density_trend_estimate_scaled,-0.00667506004043815,0.00498261033289153,-0.0164407968419027,0.00309067676102639,non-significant,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth
local_density_km2_scaled,0.267302662515934,0.00891785219631203,0.249823993391711,0.284781331640157,positive,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Local Elephant Density
months_severe_drought_scaled,-0.146696064865856,0.00747564381040741,-0.161348057495505,-0.132044072236208,negative,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0406834257712525,0.00316528768008148,-0.0468872756249205,-0.0344795759175844,negative,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.123612983650614,0.014125141215799,0.0959282155911057,0.151297751710122,positive,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.128768136741656,0.0114571579288284,-0.151223753647347,-0.106312519835965,negative,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition
density_trend_estimate_scaled:local_density_km2_scaled,-0.00961407164863046,0.0010106783536332,-0.0115949648217058,-0.00763317847555515,negative,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth:Local Elephant Density
local_density_km2_scaled:months_severe_drought_scaled,0.0852084650820082,0.00497269372223642,0.0754621644802764,0.0949547656837399,positive,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months:Local Elephant Density
local_density_km2_scaled:fire_frequency_scaled,0.0873216314231422,0.0043373093756433,0.0788206612570735,0.095822601589211,positive,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency:Local Elephant Density
local_density_km2_scaled:mat_change_scaled,0.0878676204800104,0.00916711447845948,0.0699004062600741,0.105834834699947,positive,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend:Local Elephant Density
local_density_km2_scaled:n_deposition_scaled,-0.0321105545480758,0.00650896216473794,-0.0448678859676961,-0.0193532231284556,negative,18,150,mesh_27,1090,6465044.00741728,TRUE,tree_cover_100m_coef,-3230714.58184221,1658064,-1.9484860547254,tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition:Local Elephant Density
(Intercept),0.200105165465593,1.7605169016894,-3.25044455601968,3.65065488695086,non-significant,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,(Intercept)
density_trend_estimate_scaled,-0.0066816045632132,0.00498270496243265,-0.0164475268351702,0.00308431770874381,non-significant,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth
local_density_km2_scaled,0.267124559980485,0.00891847317658058,0.2496446737573,0.284604446203669,positive,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Local Elephant Density
months_severe_drought_scaled,-0.14712294400436,0.0074775129917509,-0.161778600162122,-0.132467287846598,negative,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0406131567077932,0.00316542855138141,-0.0468172826641355,-0.0344090307514508,negative,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.123051209147913,0.0141265003631489,0.0953637772085492,0.150738641087277,positive,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.129693447040197,0.0114617310821359,-0.152158027161667,-0.107228866918728,negative,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition
density_trend_estimate_scaled:local_density_km2_scaled,-0.0096133740656415,0.00101070386718327,-0.0115943172443561,-0.00763243088692694,negative,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth:Local Elephant Density
local_density_km2_scaled:months_severe_drought_scaled,0.0852556128456747,0.00497312858743051,0.0755084599238243,0.095002765767525,positive,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months:Local Elephant Density
local_density_km2_scaled:fire_frequency_scaled,0.0873123584825165,0.00433746042109591,0.0788110922728006,0.0958136246922325,positive,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency:Local Elephant Density
local_density_km2_scaled:mat_change_scaled,0.0881736899260142,0.0091682356165441,0.0702042783158103,0.106143101536218,positive,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend:Local Elephant Density
local_density_km2_scaled:n_deposition_scaled,-0.0319442292525539,0.00651046833067977,-0.0447045127031749,-0.019183945801933,negative,18,100,mesh_26,1371,6465025.89890903,TRUE,tree_cover_100m_coef,-3230695.42710906,1658064,-1.94847450225628,tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density_with_interactions.Rds,Woody Cover Trend,Nitrogen deposition:Local Elephant Density
(Intercept),-0.0723026021735603,1.11348310135394,-2.25468937822125,2.11008417387413,non-significant,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,(Intercept)
density_trend_estimate_scaled,-0.00669161491775539,0.00498224521401945,-0.0164566360993806,0.00307340626386978,non-significant,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,Elephant Population Growth
local_density_km2_scaled,0.261378609199766,0.0089409339621466,0.243854700645807,0.278902517753724,positive,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,Local Elephant Density
months_severe_drought_scaled,-0.153737208033535,0.0074894757268511,-0.16841631072125,-0.13905810534582,negative,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0409834390337447,0.00316936209531119,-0.047195274594521,-0.0347716034729683,negative,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.121967939793727,0.0141474968224781,0.0942393555502755,0.149696524037179,positive,18,50,mesh_25,3179,6464723.59707414,TRUE,tree_cover_100m_coef,-3230521.79571278,1658064,-1.94836978289908,tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density_with_interactions.Rds,Woody Cover Trend,MAT Trend
